"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Saccharofermentans",77775.9491125734,-0.612602907099331,0.418573458825748,-1.46354933448935,0.143317124555579,0.94727230976681
"MGYG000294870",2614.74211003849,-0.0456918587158034,0.90560766801601,-0.0504543637709079,0.959760315489941,0.991627631154911
"Firm-16",4195.95328837337,-0.0893342370478223,0.466536478532696,-0.191483927106381,0.848146471866254,0.991627631154911
"MGYG000290111",582.886694203611,-0.558063798311222,0.193407753569185,-2.8854261942068,0.00390884101706029,0.239089281841834
"MGYG000290070",184.816064965895,-0.157248588897337,0.201269399193506,-0.781284137218265,0.434635397711086,0.991627631154911
"RUG099",26013.873497314,-0.122965132752792,0.321900477390232,-0.381997360643006,0.702463322358229,0.991627631154911
"UBA1191",12967.7278611729,-0.275235946683081,0.294674747551054,-0.934033027839942,0.350286856358719,0.991627631154911
"Eubacterium_T",4999.11244945872,-1.30361846891883,0.448300588496915,-2.9079115717641,0.00363851207676265,0.239089281841834
"RUG11894",4659.86735091034,-0.210036189951304,0.359672307381634,-0.583965419746491,0.559243577584749,0.991627631154911
"Eubacterium_A",1909.85045171415,-0.0968626502317944,0.364878162217711,-0.265465736954681,0.790650701183381,0.991627631154911
"RUG13615",1280.31889001338,-0.234223689904972,0.355176903259252,-0.659456422294459,0.509602720726601,0.991627631154911
"Eubacterium_B",839.312150274601,-0.0578820143591815,0.445189287723257,-0.130016637765917,0.896553263389849,0.991627631154911
"RUG754",1337.13458427878,-0.348985070121922,0.283956968309731,-1.22900688861159,0.219069223272513,0.984234290871907
"RUG11214",864.411516277263,0.022970268852535,0.110781006050844,0.207348440598136,0.835737745931942,0.991627631154911
"RUG13409",794.742842387859,-0.0850814424791072,0.161709576545974,-0.526137315404562,0.598792803496047,0.991627631154911
"MGYG000291845",479.875127971722,-0.211939461970403,0.384812100688858,-0.550760907962633,0.581797585398639,0.991627631154911
"UBA3738",423.469822094654,-0.56366648325677,0.297419046716906,-1.895192959156,0.0580668426104887,0.57433386145647
"RUG14258",341.693438523228,-0.19338902435395,0.256544845040387,-0.753821517339418,0.450956401714932,0.991627631154911
"RUG100",233.525612439484,-0.147084062043193,0.308790295219518,-0.47632346067946,0.633843953876217,0.991627631154911
"Mobilibacterium",387.11269643194,0.479980302794669,0.806163407831127,0.595388351954588,NA,NA
"RUG708",197.4148868372,0.0625243831505341,0.206782921140914,0.302367249701082,0.762372117946069,0.991627631154911
"UBA7001",7705.83878604835,-0.0685026662008641,0.357212233045561,-0.191770213513732,0.847922204057827,0.991627631154911
"CAG-269",3913.75182985515,0.299880928869273,0.276469737498572,1.08467903786693,0.278063835203465,0.991627631154911
"CAG-452",1727.58490325897,-0.501486303754212,0.307478087639056,-1.63096599047051,0.102897495901345,0.777447746810165
"CAG-793",690.322632491494,0.201369673718512,0.181386935751268,1.11016635726537,0.266927347042882,0.991627631154911
"UBA1738",2779.88303315551,-0.429452663373309,0.429434974441798,-1.00004119117576,0.317290574156183,0.991627631154911
"12844",449.301919453987,0.208538514148012,0.198265951136206,1.05181203808792,0.292885794869918,0.991627631154911
"UBA1255",1581.59569254559,0.270301950519798,0.41699286162817,0.648217212794459,0.516844470473435,0.991627631154911
"UBA1212",757.963980789515,-0.527055095814116,0.270612141329978,-1.94764023973129,0.051458025324195,0.571289097476778
"MGYG000295055",114.681774589237,0.090698936986139,0.253310528591631,0.358054351275534,0.720302639713837,0.991627631154911
"MGYG000292422",111.565043285733,0.0539014034707364,0.209826618684331,0.256885440983192,0.797267209944244,0.991627631154911
"Clostridium",1970.34841397724,0.039948969014005,0.4694172816128,0.085103319751566,0.932179251104218,0.991627631154911
"RUG12999",2029.21182881801,1.20348336389497,0.622524178383561,1.93323152045261,0.0532076834189728,0.573010440654928
"UMGS1820",1384.77872214543,0.0809745248457143,0.165337179449078,0.489753878199269,0.624308071210874,0.991627631154911
"MGYG000293493",326.960766523651,0.203722143412756,0.280438888918474,0.726440417013561,0.467568821625324,0.991627631154911
"RUG14186",355.467690695821,-0.1570696992293,0.191344375561587,-0.820874398676774,0.411717815066534,0.991627631154911
"RUG12931",256.462498101052,1.39811213190264,0.672752233392126,2.07819768186146,NA,NA
"UMGS1540",303.735755457807,0.177450432727041,0.257892477105483,0.688079135609917,0.491402948618717,0.991627631154911
"MGYG000294087",160.694051935467,-0.0344117349038861,0.286303811097693,-0.120193073127288,0.904330204841246,0.991627631154911
"UBA2862",186128.895790397,-0.513022418455378,0.30268849001463,-1.69488578317128,0.0900970899754803,0.752030584590601
"GCA-900199385",74182.5946563382,-0.0527550735526859,0.365196805074284,-0.144456558271245,0.88513995805571,0.991627631154911
"RUG563",31507.5204761273,-0.32603066973093,0.246100992732645,-1.32478404946996,0.185242786656202,0.984234290871907
"UBA2943",13873.5332667211,-0.377121714919351,0.202036628868788,-1.86660071013297,0.0619573683611677,0.590029005609439
"SFMI01",9672.28720718276,-0.527173539362178,0.256009448619585,-2.05919563596079,0.0394755010722812,0.538446220315069
"UBA4246",6776.37976099805,-0.494278649225187,0.24527262122305,-2.01522145749685,0.0438814502020291,0.555151369997763
"SFFH01",5757.04291548912,-0.896722364074318,0.414231517215906,-2.16478545645508,0.0304041190872727,0.498471057874267
"RUG740",5012.32133950052,-0.277143424965804,0.241462745604313,-1.14776887951055,0.251063987676027,0.991627631154911
"RUG756",3446.91494967355,-0.25927268653056,0.268362938978464,-0.966127020062806,0.333980625484169,0.991627631154911
"RUG11272",1697.33613705052,-0.246214603638416,0.214948348784505,-1.14545938608375,0.252018910205523,0.991627631154911
"UBA1224",1541.3514466547,-0.292825802473653,0.241330101981561,-1.21338283152106,0.22498348720601,0.984234290871907
"MGYG000293631",601.80501773207,-0.421861201324648,0.285530266262389,-1.47746579319538,0.139550821122501,0.93723020605729
"RUG14130",595.82713415722,0.177487997678982,0.24480217809636,0.725026219370967,0.46843594545805,0.991627631154911
"RUG11247",404.155087422574,-0.0421821637912646,0.20142408228131,-0.209419664786422,0.834120642817666,0.991627631154911
"RUG472",20069.2894071541,-0.227893342342736,0.330193880580706,-0.690180393234253,0.490080751721997,0.991627631154911
"UBA3792",8968.82239955137,-0.374473906749048,0.538056773933283,-0.695974709158631,0.486444668376282,0.991627631154911
"UBA3857",633.535512598094,-0.400985291525754,0.372056328067074,-1.07775425728941,0.281143438015664,0.991627631154911
"PeH17",500.805695726994,-0.482158495768537,0.401755289914106,-1.20012980008706,0.230088933635658,0.991627631154911
"RUG14239",228.50724023041,-0.318906640403839,0.360709071744167,-0.884110396397303,0.376636621550338,0.991627631154911
"MGYG000293731",111.933663488879,-0.144035203682256,0.161626960248543,-0.891158278673094,0.372844263376487,0.991627631154911
"MGYG000293813",118.382684695181,-0.395102232523574,0.806535440701762,-0.489875847464059,0.624221754912968,0.991627631154911
"QANA01",2185.31409327795,0.0154573550224435,0.449536192115206,0.0343851180251181,0.972570050550535,0.991627631154911
"UBA1259",2133.54005512285,0.388205982665694,0.29765962459535,1.30419428968049,0.192167346366909,0.984234290871907
"UBA4636",920.053014331809,0.261380360654159,0.183868707112299,1.42155978991313,0.155154084834582,0.962003150487809
"UBA10281",960.381211176274,0.748552774473914,0.247715467309792,3.02182492923535,0.00251255817850281,0.239089281841834
"MGYG000293074",104.563134146581,0.0764720438180825,1.05626515144763,0.0723985295863221,0.942284754945895,0.991627631154911
"MGYG000291940",60.7378617980993,0.208575455005869,1.36314662025608,0.153010286572611,0.878390163303963,0.991627631154911
"MGYG000291459",87.1553269873526,0.323541385013523,1.03809624548619,0.311668004214766,0.755292846505691,0.991627631154911
"MGYG000291311",73.0519726770668,0.0141571749226691,0.666219704657972,0.0212500093042688,0.983046221618351,0.991627631154911
"MGYG000291938",62.0926118097624,-0.19793457744343,1.02425891477815,-0.193246624059212,0.84676582612412,0.991627631154911
"UBA11475",77.8115144178006,0.0174807086517539,1.04251863900357,0.0167677660597625,0.986621885238649,0.991627631154911
"RUG666",469.276734849676,0.113721895017078,0.271532370133929,0.418815240926844,0.675351165395639,0.991627631154911
"MGYG000294353",479.52959777859,0.160395994080296,0.167655012439638,0.956702646382518,0.33871736202269,0.991627631154911
"UBA11517",479.206619579779,0.486844734547878,0.369531724821735,1.31746397358098,0.187683149366071,0.984234290871907
"UBA7584",359.223336324075,0.0272641097773236,0.44110849489567,0.0618081721227609,0.950715595519977,0.991627631154911
"UBA7867",359.751760616881,0.0385111586302302,0.184230057680255,0.209038411620482,0.834418252809868,0.991627631154911
"UBA9845",481.884077493777,-0.119877307437486,0.498101272508508,-0.240668542832197,0.809812021600237,0.991627631154911
"HGM11372",113.194162155122,-0.174057892569315,0.684948818532412,-0.254118100301648,0.799404320241201,0.991627631154911
"CAG-1252",1253.41084707334,0.542931012354521,0.48166471147348,1.12719698873853,0.259659203376743,0.991627631154911
"RUG14300",566.201358860284,-0.164841667216538,0.499685717191164,-0.329890692379897,0.741482556593823,0.991627631154911
"MGYG000292141",417.719932174927,0.741672254962598,0.928656903802831,0.798650450909766,NA,NA
"RUG350",614.869736739649,-0.0361226726897984,0.173115298124724,-0.208662510367935,0.834711708268055,0.991627631154911
"CAG-475",701.341778881335,1.08302603192719,0.601656493920292,1.80007370130815,0.0718490015378635,0.620410425977742
"UBA3700",269.931238111669,0.201310461656351,0.45281587936653,0.444574651264386,0.656627169592243,0.991627631154911
"CAG-1782",286.360924832269,0.710821754509111,0.525890669996844,1.35165310027914,0.176486314915731,0.984231014666599
"RUG12826",48.6974861817628,0.385115147940746,1.35386039297309,0.284457060668589,0.776060136014925,0.991627631154911
"UBA2810",2482228.15894972,0.916559015772825,1.64237417421886,0.558069549655915,NA,NA
"Succinivibrio",276866.106725679,-0.742813422136858,0.909271174571798,-0.816932773093428,0.413966847547908,0.991627631154911
"UBA2804",92906.8906968107,2.26183019402006,0.531371639052168,4.25658809727707,2.0757026699507e-05,0.0112918225245318
"Succinimonas",12163.5901131852,1.78613032737099,0.733485232825163,2.43512786275378,0.0148865282970952,0.385631971124753
"Ruminobacter",51361.407197968,1.58161399249495,0.619429177098816,2.55334112594221,0.010669494204216,0.319322730056169
"Ottowia",284.712623820822,0.265691916659107,0.499156771470158,0.532281503217054,0.594531041114623,0.991627631154911
"Duodenibacillus",115.642694784053,0.340562553108738,0.242502048943033,1.4043697964331,0.160208760062138,0.968372949708921
"Mesosutterella",381.097244020908,0.570235246286109,0.936203680965282,0.609093147014934,NA,NA
"Rs-D84",37140.2765847518,-1.19221928754491,0.845640542697934,-1.40984168490935,0.158586434930797,0.968372949708921
"CACZYB01",1983.80011203054,0.898944366035144,0.88332102506155,1.0176870475516,NA,NA
"RUG410",20061.490290711,1.42615785287228,0.591742982326375,2.41009677422027,0.0159482895878821,0.39215045080087
"UBA1254",3174.57388651577,-0.740947420441683,0.640099357223911,-1.15755063972435,0.247047462496692,0.991627631154911
"CAG-495",1719.78651405902,0.154875007757269,0.475247066798454,0.32588314284736,NA,NA
"CAG-267",1397.61393278801,2.19649043363932,1.03302910034633,2.12626191547065,NA,NA
"51-20",769.853927926489,1.19414965533491,0.470203848701298,2.53964245216867,0.011096584568449,0.319322730056169
"MGYG000291411",468.549646096635,0.540077176363248,0.62038361432636,0.870553579900217,0.383997951811866,0.991627631154911
"UBA3637",759.434736829281,0.555491405654542,0.641631662808621,0.865748119759215,0.386628305349518,0.991627631154911
"CAAHEQ01",189.05505569122,0.165542237705519,0.786967185996694,0.210354689053343,0.833390854306168,0.991627631154911
"MGYG000292009",149.740420387506,0.708386634924964,1.36643969063743,0.518417782927916,0.604166810022702,0.991627631154911
"UBA7488",91.4343058009366,1.01394841860761,1.74452395823863,0.581217823819025,0.561093656438482,0.991627631154911
"UBA11549",153.513283151062,-0.177956803948485,0.851727679998058,-0.208936269335394,0.834497990118196,0.991627631154911
"RUG14087",1426.31223089866,0.731104273214489,0.681555262846281,1.07269991601456,0.283405778074734,0.991627631154911
"RUG11420",1051.32880733883,0.675339273168944,0.541770916595048,1.24654028572326,0.212566108845539,0.984234290871907
"RUG11792",382.800745980393,-0.0259004407249119,0.89288134611378,-0.0290077072811995,0.97685844366072,0.991627631154911
"UBA3830",2479.40907914999,0.449286519662884,0.622682633470669,0.72153372442504,0.47058119913811,0.991627631154911
"CADBNZ01",105.705801277577,-0.0226568825639471,1.77414050990754,-0.0127706246700425,0.989810792702409,0.991627631154911
"MGYG000295547",1274.87052043144,0.723871395340375,0.63197494009255,1.14541154944272,NA,NA
"UBA1067",148774.312750113,0.605590176467634,0.314595992599863,1.92497740185104,0.0542321854406812,0.573010440654928
"RUG572",108685.68568093,-0.235754552091911,0.32424161837229,-0.727095285532472,0.46716758659542,0.991627631154911
"UBA1731",12456.8280058006,0.229623312245941,0.396896878218739,0.578546531473069,0.562895191584,0.991627631154911
"MGYG000295411",11485.3253908937,0.523326703662766,0.550780089013736,0.950155450608011,0.342033271179741,0.991627631154911
"CADCBS01",1175.21476505878,0.604269819403369,0.475816200395079,1.26996478661641,0.204097173707721,0.984234290871907
"MGYG000294425",854.18242465406,0.20152420990184,0.238079814761499,0.846456513349192,0.397298123452324,0.991627631154911
"MGYG000291883",295.55829893026,0.562913441554966,0.339073029873218,1.66015398442466,0.0968834790242273,0.752030584590601
"UBA3636",29648.62203133,-0.183889483909276,0.331789955260553,-0.55423463246459,0.579418279592973,0.991627631154911
"MGYG000290137",2794.93392830657,1.74614783460599,0.732822565924907,2.3827702854676,0.0171829128736345,0.39215045080087
"MGYG000294429",1481.49467506231,0.211109637347024,0.35255685061794,0.598796015385897,0.549308919787054,0.991627631154911
"MGYG000290038",2835.42629869961,1.29372819389708,0.597821730293832,2.16407020410785,0.0304589618495551,0.498471057874267
"MGYG000294438",563.339943441205,0.100305169570989,0.229683952457714,0.436709524099016,0.662322021259857,0.991627631154911
"MGYG000295533",1680.0973872066,-0.302149571035623,0.269717587980571,-1.12024422766745,0.262609701557796,0.991627631154911
"CACXEY01",3004.10593789766,-1.29350327773571,0.613917417121285,-2.10696624930607,0.0351205052335753,0.516366347217972
"MGYG000293928",191.752099295123,-0.205563481111389,0.243595212650022,-0.843873239030874,0.398740243727342,0.991627631154911
"UBA1407",50336.4661345341,-0.592794744672826,0.469043964649897,-1.26383620587741,0.206288822988387,0.984234290871907
"CACZQQ01",1609.12700338378,0.345244869228179,0.677993340142835,0.509215723498767,0.610601023016309,0.991627631154911
"UBA1732",20723.4990745317,0.130150413230249,0.669489497245358,0.194402471981649,0.845860754483326,0.991627631154911
"UBA11452",1675.41927477973,0.678148294372547,0.719801547603277,0.94213230942692,0.346124904597808,0.991627631154911
"UBA1829",278.890727807971,0.0707700149368344,0.544204789986025,0.13004298425718,0.896532418894974,0.991627631154911
"UBA1784",1365.69550812094,0.713434451624525,0.58527336095441,1.21897646334206,0.222853125925978,0.984234290871907
"UBA3789",24825.9948090606,0.0821237489501476,0.324072385832783,0.253411745462701,0.799950052248339,0.991627631154911
"RUG705",7739.299198477,-0.0146234485610221,0.436556430846802,-0.0334972698321189,0.973278042970076,0.991627631154911
"CAG-1000",7319.67832059802,0.0816564124651648,0.381982617316916,0.213769969530885,0.830726444456933,0.991627631154911
"CAG-533",6822.41506706721,-0.372978313892821,0.333364554351364,-1.11883014862973,0.263212607168765,0.991627631154911
"RUG12783",5719.42038341006,0.138195795859911,0.441759528904499,0.312830367694878,0.754409542424981,0.991627631154911
"RUG12438",4665.97694220384,0.133947448332658,0.400613813899036,0.33435554063649,0.73811128414361,0.991627631154911
"RUG13038",3943.67998848278,-0.120666696621392,0.271048837908362,-0.445184334869525,0.656186546477146,0.991627631154911
"RUG13868",4455.18576912631,0.194344117739003,0.316750047201846,0.613556712795561,0.539508295555454,0.991627631154911
"CAG-822",2778.65060384338,-0.0616895073491341,0.322640506941177,-0.191201991138643,0.848367343692285,0.991627631154911
"RUG343",3623.88064539848,0.149450476954753,0.253768663481452,0.588924081107738,0.555912202790217,0.991627631154911
"CAG-433",2450.73911731477,-0.192588601093944,0.261997615450045,-0.735077686730567,0.462292182684409,0.991627631154911
"RUG11890",2794.60273454324,0.14857640345378,0.281115213472964,0.528524947541018,0.597135036436963,0.991627631154911
"RUG591",2606.49191491692,0.194997875725097,0.416669581334441,0.467991628043953,0.639790576681143,0.991627631154911
"UBA2730",2295.2809151618,-0.00203358539868923,0.193796599983693,-0.0104934008071367,0.991627631154911,0.991627631154911
"RUG12834",2728.93818238954,0.430010064914125,0.406207481302601,1.05859710789963,0.289783304599916,0.991627631154911
"UMGS995",1562.56396691062,-0.323641279682907,0.520786973628083,-0.621446572344634,0.534305837395763,0.991627631154911
"CAG-460",1851.83479922168,0.0513566773189892,0.324979572759755,0.158030478293955,0.874432782265871,0.991627631154911
"RUG14670",2207.44750426988,0.244711911602295,0.355878841414138,0.687627032362742,0.491687680590247,0.991627631154911
"CAG-417",2590.09471137662,0.203007702112666,0.235833452563351,0.860809609095357,0.389342911803235,0.991627631154911
"RUG11224",1466.82171846492,0.059896982565419,0.433190322594719,0.138269438261337,0.890027478210479,0.991627631154911
"UBA5026",2280.69613894462,0.124170563030142,0.263757757557006,0.470775017880963,0.637801406426249,0.991627631154911
"UBA5578",1096.16439782858,-0.0579800407246136,0.392149988283503,-0.147851695669814,0.882459810385147,0.991627631154911
"RUG727",1274.92064922017,-0.147892487894166,0.500385061800851,-0.295557360089671,0.767568141168888,0.991627631154911
"CAG-1193",1191.86083508699,-0.821876825727405,0.611750739774969,-1.34348317425775,0.179115570683811,0.984231014666599
"CAG-302",1365.10327709288,-0.0745995582908969,0.400434723472313,-0.186296427153014,0.852212309139889,0.991627631154911
"UBA11963",1542.66163444365,0.0976106118588003,0.411947907406548,0.23694892024896,0.812696417560861,0.991627631154911
"UBA6985",1016.83138034701,-0.0559184411087948,0.275510516001402,-0.202963000905962,0.839163951284444,0.991627631154911
"RUG11241",1079.16504023112,0.0606799875183261,0.345161772524211,0.175801587396443,0.860449822499615,0.991627631154911
"UMGS1449",1145.42830894229,0.261474439726033,0.407649435319624,0.64141985017352,0.521249939547558,0.991627631154911
"RUG11198",860.752213904714,-0.0555053844014766,0.323691173375445,-0.171476360701058,0.863849216562184,0.991627631154911
"RUG11788",754.478317972152,0.100432520857163,0.388685833137969,0.25838997023983,0.79610595644021,0.991627631154911
"RUG11215",1286.34794728663,0.834694441861351,0.404066573082267,2.06573494930353,0.0388535133529964,0.538446220315069
"RUG13160",1191.89664025779,0.00689709126644668,0.483006396552018,0.0142795029541682,0.98860699223861,0.991627631154911
"MGYG000292308",680.766055449664,0.13777709557956,0.401568808823616,0.343097104536515,0.731525409318935,0.991627631154911
"RUG14267",575.900763495002,-0.126314345231383,0.43719913864562,-0.288917186851481,0.772644751129949,0.991627631154911
"RUG14121",601.887400841463,0.0386718736333886,0.306821697034485,0.126040218169584,0.899700088917333,0.991627631154911
"RUG14903",820.115575018203,0.0143426307506004,0.368243530046049,0.0389487650979418,0.968931237116062,0.991627631154911
"CAG-594",495.529323210124,0.0712460739670867,0.279763171942828,0.254665664076923,0.79898133809938,0.991627631154911
"HGM10766",560.801568600375,0.0471263843219153,0.274000438231116,0.17199382828054,0.863442381016137,0.991627631154911
"RUG12867",556.301219724473,0.248573240801604,0.358662619335287,0.693055889856287,0.48827447794197,0.991627631154911
"CAG-628",451.51560502668,-0.0907387349507214,0.366631343111214,-0.247493119875451,0.804526615462095,0.991627631154911
"UMGS1217",490.850510791627,0.171580570207636,0.260744356897912,0.658041356096591,0.510511557165287,0.991627631154911
"MGYG000294833",571.820047462587,-0.665961686072814,0.533864463112208,-1.24743587949371,NA,NA
"RUG11867",526.411726980784,-1.22732921149769,0.540312267784168,-2.27151831390205,0.0231156195956633,0.483649886924648
"UBA733",11440.9871400121,0.395569797810833,0.45491089689959,0.869554456722863,0.384543935833855,0.991627631154911
"RUG14515",17395.6193790902,0.215233332714009,0.467314218314075,0.460575185344251,0.645103418265367,0.991627631154911
"UBA2450",14593.5487922029,0.193806410406028,0.560304244472333,0.345894953175922,0.729421661601056,0.991627631154911
"UBA3207",12801.1606319203,0.425013691493886,0.526671507160201,0.80698060501801,0.419677657337853,0.991627631154911
"UBA4951",8618.48884434948,0.222779422736557,0.520953894223289,0.427637503446841,0.668915057052957,0.991627631154911
"RUG13091",1333.3395867983,0.489793596085955,0.554394083602411,0.88347551060306,0.376979408385617,0.991627631154911
"RUG131",440.703816984244,0.0811418182948356,0.291683303267391,0.278184652278336,0.780870615767591,0.991627631154911
"MGYG000294821",452.371302175757,-0.0700633688792886,0.486262545264293,-0.144085473087811,0.885432975815252,0.991627631154911
"MGYG000294099",319.826259416732,-0.0767288412391768,0.550719091925441,-0.139324825240605,0.889193473488994,0.991627631154911
"MGYG000290156",329.737964951567,0.151285006374443,0.434700848414506,0.348020959531659,0.727824442844714,0.991627631154911
"JAAYDH01",469.471583134958,-0.145136183839112,0.748354638857077,-0.193940381074902,NA,NA
"UBA7642",1676.5604039958,0.931607927996743,0.291632211895845,3.19446168837296,0.00140091878042623,0.239089281841834
"UBA6879",216.829845450653,0.181391770433735,0.796101367326883,0.227850092812684,0.819762782330964,0.991627631154911
"Bulleidia",12034.651345093,0.00642611963560293,0.455038451483578,0.014122146413455,0.988732531933837,0.991627631154911
"UBA636",3504.51101147977,-0.122531050956421,0.203050842460504,-0.603450098860115,0.546209302627978,0.991627631154911
"RUG521",1877.84262393612,0.377103442492921,0.438984119276192,0.859036639217606,0.390320302083208,0.991627631154911
"RUG11795",474.476164617903,0.332397439210356,0.241119109223958,1.3785611612459,0.168030098313701,0.984231014666599
"Absicoccus",383.570191736558,0.0591773242464742,0.335444341767751,0.176414733766612,0.859968130322048,0.991627631154911
"RUG11872",233.490054192615,-0.0417672953652552,0.227802931960863,-0.183348366088769,0.854524686894996,0.991627631154911
"RUG14871",188.944345121475,-0.120213049499395,0.218781414516251,-0.549466460691825,0.582685375311989,0.991627631154911
"RUG14284",135.783290907244,0.109874887493628,0.304030084944766,0.361394786024511,0.717804345154505,0.991627631154911
"UBA4312",143.896416251548,-0.0285677990737479,0.196222534282712,-0.145588778466128,0.884246027077877,0.991627631154911
"Intestinibaculum",527.015455250967,0.0984340906719546,0.20600422233797,0.477825597722283,0.632774340437535,0.991627631154911
"Sharpea",398.276444967176,0.0990639218182102,0.181495352508021,0.545820708074782,0.585189187223801,0.991627631154911
"Kandleria",343.879257316581,-0.84436714379598,0.525846938535714,-1.60572798264686,NA,NA
"Anaeroplasma",3424.31253007025,0.254249790793856,0.506228034320469,0.502243600821408,0.615496176435824,0.991627631154911
"MGYG000294049",1223.59317745979,-0.600941163820436,0.328378366247123,-1.83002665701855,0.0672459528451934,0.590029005609439
"MGYG000292513",775.783327125691,0.499766367398143,0.613711355238217,0.81433456156951,0.415453315414611,0.991627631154911
"UBA3206",265.225137414602,0.0506694893985848,0.432284011153865,0.11721342471894,0.906690928865126,0.991627631154911
"Malacoplasma_A",2209.76405035681,-0.064226638888095,0.58182851851388,-0.11038757442166,0.912102007079728,0.991627631154911
"RUG11194",967.628549663785,0.907478790834789,0.605108414691596,1.49969620121264,0.133693115046728,0.920620944119238
"RUG293",617.340757478663,-0.0243033175045859,0.428117070808876,-0.0567679243872889,0.954730065348456,0.991627631154911
"UBA1231",679.65015453117,0.126008962323536,0.529568939900447,0.237946285798455,0.811922755411812,0.991627631154911
"Ligilactobacillus",2918.98079971654,1.95569361533447,1.48190731445392,1.31971385542094,NA,NA
"Lentilactobacillus",455.164804021792,-0.083624637150895,0.803482471650162,-0.104077736729153,0.917107658410204,0.991627631154911
"Limosilactobacillus",351.096629276278,-0.508695238371311,1.44566166608626,-0.35187710257855,0.724930431886388,0.991627631154911
"Streptococcus",253.175377100477,0.0752725603880427,0.371600702449717,0.202563019638608,0.839476596776745,0.991627631154911
"Bacillus",744.808393650236,0.30191524029573,0.394473531817746,0.765362479212472,0.444055728966649,0.991627631154911
"UBA1188",552.601948808678,0.0305538668488179,0.271191815453768,0.112665151039658,0.910296030729187,0.991627631154911
"Thermoactinomyces",82.6744564492027,0.0775363936836005,0.243451792905354,0.318487667551268,0.75011504789629,0.991627631154911
"Fibrobacter",476257.141192552,-0.155147123736252,0.578001205780205,-0.268420069343678,0.788375993047454,0.991627631154911
"Fibrobacter_A",6880.00719458571,-1.76686278664875,1.27027881593595,-1.39092517680609,NA,NA
"CADBQJ01",1662.48244154121,-0.949131236059896,0.704313418569735,-1.34759783220845,0.177787768204817,0.984231014666599
"CAG-196",47873.8072702205,-0.14903525906882,0.46600139948045,-0.319817192040585,0.749106914200104,0.991627631154911
"UBA2813",36585.2884078363,-0.567812496173017,0.296346805956231,-1.91604054695592,0.055359934833707,0.573010440654928
"UBA1221",15155.9811540151,-1.15023869795962,0.510196291602367,-2.25450227077715,0.0241645879764526,0.486871698488526
"UBA2883",14343.4051655358,-0.584926056206489,0.427274860145215,-1.36896904256828,0.171008952011374,0.984231014666599
"Zag111",4075.18669484411,-0.305667827492739,0.401113775387549,-0.762047693818063,0.44603153930238,0.991627631154911
"UBA791",7655.13648836246,1.14592669329741,0.827595571614822,1.38464575283003,NA,NA
"Zag1",3587.92414343151,0.0237938324530611,0.476196509990025,0.0499664150280301,0.960149151801094,0.991627631154911
"UBA6984",5157.45622993049,0.186909409045682,0.699049054638241,0.267376670929635,0.789179159682053,0.991627631154911
"MGYG000295402",1062.86355320324,-0.0118926282916485,0.408382769108868,-0.0291212783477604,0.976767865326073,0.991627631154911
"MGYG000292088",1012.3724027728,-0.167082550786875,0.364013841913314,-0.459000542146043,0.646233776757236,0.991627631154911
"MGYG000294172",1249.60262435537,-0.165645098179068,0.544142377669067,-0.304414993165279,0.760811746592418,0.991627631154911
"MGYG000291966",833.146812702052,-0.034878644460802,0.44430460666242,-0.0785016494040146,0.937429018238906,0.991627631154911
"MGYG000295138",731.123508338413,-0.0468296081410644,0.362712449669835,-0.129109458976916,0.897271037474252,0.991627631154911
"MGYG000294592",650.149822432053,-0.185425705541986,0.35441958751103,-0.523181314114632,0.600848083563803,0.991627631154911
"CAG-484",615.622940709318,-0.270961033752348,0.350479572285187,-0.773115054853656,0.43945429211613,0.991627631154911
"RUG841",779.277280524405,0.257648364136148,0.471768579299586,0.546132946197194,0.584974554263862,0.991627631154911
"RUG14219",619.845863483184,0.0117544302030491,0.292467760804746,0.0401905159416748,0.967941238704702,0.991627631154911
"MGYG000291886",626.777801505621,-0.0140641150874378,0.476810208587387,-0.0294962541366399,0.97646880640916,0.991627631154911
"MGYG000293583",634.018410764469,-0.293194014373193,0.363572633163651,-0.806424872581707,0.419997910218977,0.991627631154911
"MGYG000295111",564.21035113423,0.0619694659224506,0.436651950637293,0.141919590264068,0.887143520147786,0.991627631154911
"RUG14156",2536.4643374966,-0.642055687573985,0.514294039365925,-1.24842140571098,0.211876774017192,0.984234290871907
"MGYG000293214",1112.09994321454,-0.137457321939772,0.53163402783932,-0.258556290120159,0.795977612025434,0.991627631154911
"MGYG000292711",451.276546325844,-0.099650788365558,0.480930261788338,-0.207204237876416,0.835850357788187,0.991627631154911
"Treponema_D",112740.460425581,-0.0755139783727267,0.395049472317832,-0.191150687861122,0.848407536541127,0.991627631154911
"UBA9732",4443.41302083192,-1.4180017225733,0.696081045303962,-2.03712158539541,0.0416378593028342,0.552463303920532
"UBA9848",513.49981485416,0.963018878988903,0.557747209106876,1.72662249719006,NA,NA
"CACYEI01",300.557821798704,0.118362735219527,0.434190688695757,0.272605420385846,0.785156544843034,0.991627631154911
"UBA1265",144.859776833582,0.664947694669454,0.78877433377358,0.843013858587758,0.39922069309237,0.991627631154911
"RUG023",164.320248416442,0.0819476541397231,0.205158591771659,0.39943564357729,0.689572234916105,0.991627631154911
"CADAEX01",2784.98318434887,-0.790114034510522,0.414924860105228,-1.90423402037213,0.0568797128591289,0.573010440654928
